blood_bank_id,name,address,phone
b0746,Nashville Blood Center 904,"2611 Bluefield Avenue, Nashville, TN, 37214",3140749610
b0248,Quincy Blood Center 905,"435 Granite Street, Quincy, MA, 02169",8667243539
b0876,Quincy Blood Center 906,"276 Adams Street, Quincy, MA, 02169",5045015874
b0550,Pasadena Blood Center 907,"2405 230th Street, Pasadena, MD, 21122",2614820963
b0680,Savannah Blood Center 908,"27 Leary Drive, Savannah, GA, 31406",8258349661
b0774,Pasadena Blood Center 909,"7802 Titan Court, Pasadena, MD, 21122",1676182221
b0498,Oklahoma City Blood Center 910,"7308 Northwest 119th Street, Oklahoma City, OK, 73162",4643152803
b0873,Orange Blood Center 911,"2134 West Mills Drive, Orange, CA, 92868",2607435253
b0155,Arvada Blood Center 912,"7981 Robinson Way, Arvada, CO, 80004",2035758372
b0245,Pooler Blood Center 913,"171 Brickhill Circle, Pooler, GA, 31322",4261364623
b0119,Arvada Blood Center 914,"6817 Brentwood Street, Arvada, CO, 80004",3951613534
b0282,Washington Blood Center 915,"416 Ridge Street Northwest, Washington, DC, 20001",9606121570
b0851,Washington Blood Center 916,"661 West Corinth Road, Washington, VT, 05675",7080378730
b0602,Washington Blood Center 917,"22 Gallatin Street Northeast, Washington, DC, 20011",5568514277
b0654,Arvada Blood Center 918,"5821 Taft Street, Arvada, CO, 80004",2562311697
b0420,Oklahoma City Blood Center 919,"8401 Pinewood Drive, Oklahoma City, OK, 73135",7394745980
b0686,Anchorage Blood Center 920,"249 Yellow Leaf Circle, Anchorage, AK, 99504",1413475447
b0462,Manchester Blood Center 921,"40 Strawberry Lane, Manchester, CT, 06040",7386178698
b0436,Savannah Blood Center 922,"713 East 32nd Street, Savannah, GA, 31401",4965767834
b0116,Bethany Blood Center 923,"4503 North Council Road, Bethany, OK, 73008",8500314026
b0046,Oakland Blood Center 924,"1515 Excelsior Avenue, Oakland, CA, 94602",8831830582
b0128,Peabody Blood Center 925,"100 Birney Street#A6, Peabody, MA, 01960",4530327023
b0256,Arvada Blood Center 926,"5606 Olde Wadsworth Boulevard#20, Arvada, CO, 80002",2881520450
b0444,San Lorenzo Blood Center 927,"90 Via Verde, San Lorenzo, CA, 94580",4694270067
b0862,Montgomery Blood Center 928,"5701 East Shirley Lane, Montgomery, AL, 36117",6317619401
b0064,Nashville Blood Center 929,"913 Fallview Trail, Nashville, TN, 37211",9504065398
b0955,Fall River Blood Center 930,"225 Almond Street#3E, Fall River, MA, 02721",1320724313
b0692,Fayetteville Blood Center 931,"17 West 26th Circle, Fayetteville, AR, 72701",3790270919
b0537,Louisville Blood Center 932,"10222 Pine Glen Circle, Louisville, KY, 40291",9866005070
b0207,The Village Blood Center 933,"2455 Manchester Drive, The Village, OK, 73120",6714888977
b0006,Midwest City Blood Center 934,"600 Crosby Boulevard, Midwest City, OK, 73110",4694823096
b0667,Selma Blood Center 935,"2409 Park Street, Selma, CA, 93662",8440832177
b0754,Baldwin Park Blood Center 936,"4438 Maine Avenue, Baldwin Park, CA, 91706",8702415816
b0516,Arvada Blood Center 937,"8556 Nelson Court, Arvada, CO, 80005",1632347100
b0911,Arvada Blood Center 938,"5688 Johnson Court, Arvada, CO, 80002",2775623495
b0827,Washington Blood Center 939,"2262 Hall Place Northwest, Washington, DC, 20007",4326522040
b0024,Montgomery Blood Center 940,"5470 Atlanta Highway, Montgomery, AL, 36109",8943821889
b0734,Manchester Blood Center 941,"115 Maple Street, Manchester, CT, 06040",9297484450
b0185,Manchester Blood Center 942,"81 Lyness Street, Manchester, CT, 06040",1645885815
b0776,Glendale Blood Center 943,"6740 West Montebello Avenue#3B, Glendale, AZ, 85303",7800515317
b0996,Anchorage Blood Center 944,"11401 Totem Road, Anchorage, AK, 99516",3147462048
b0230,Nashville Blood Center 945,"416 McIver Street, Nashville, TN, 37211",1590027855
b0764,Savannah Blood Center 946,"17 Marina Drive, Savannah, GA, 31411",7086105426
b0884,Savannah Blood Center 947,"1939 Greenwood Street, Savannah, GA, 31404",2446325413
b0076,Fayetteville Blood Center 948,"239 Eastern Avenue, Fayetteville, AR, 72701",2202587639
b0149,Nashville Blood Center 949,"2505 Shadow Lane, Nashville, TN, 37216",3155204589
b0643,Burlington Blood Center 950,"115 Home Avenue, Burlington, VT, 05401",1077423603
b0069,Nashville Blood Center 951,"253 Colt Drive, Nashville, TN, 37221",4605507344
b0683,Fayetteville Blood Center 952,"505 North Washington Avenue, Fayetteville, AR, 72701",9830510950
b0689,Arvada Blood Center 953,"11225 West 79th Drive, Arvada, CO, 80005",2038458336
b0830,Glen Burnie Blood Center 954,"706 Seagrove Road, Glen Burnie, MD, 21060",4666871098
b0361,Panama City Blood Center 955,"4039 Pipeline Road, Panama City, FL, 32404",1064278900
b0326,Port Charlotte Blood Center 956,"23128 Donalda Avenue, Port Charlotte, FL, 33954",3370209787
b0759,Boxford Blood Center 957,"11 Meeting Place Circle, Boxford, MA, 01921",7680651104
b0969,Worcester Blood Center 958,"20 Hacker Street#3, Worcester, MA, 01603",5422715441
b0631,Davidsonville Blood Center 959,"707 Harrisburg Drive, Davidsonville, MD, 21035",8712247423
b0414,Washington Blood Center 960,"1559 Alabama Avenue Southeast, Washington, DC, 20032",3717272262
b0300,Washington Blood Center 961,"1318 35th Street Northwest, Washington, DC, 20007",8893132572
b0195,Glen Burnie Blood Center 962,"308 Woodleaf Court, Glen Burnie, MD, 21061",7511183878
b0750,Savannah Blood Center 963,"36 Saint Ives Drive, Savannah, GA, 31419",7485655252
b0925,Union City Blood Center 964,"33300 Mission Boulevard#APT 174, Union City, CA, 94587",4367580276
b0791,Edgewater Blood Center 965,"2147 Millhaven Drive, Edgewater, MD, 21037",4884644187
b0201,Fruita Blood Center 966,"242 North Ash Street, Fruita, CO, 81521",6098585909
b0225,Montgomery Blood Center 967,"8700 Seaton Boulevard, Montgomery, AL, 36116",1513041369
b0441,Fayetteville Blood Center 968,"4182 North Valley Lake Drive#4, Fayetteville, AR, 72703",4570751147
b0200,Severna Park Blood Center 969,"517 Retford Drive, Severna Park, MD, 21146",1208723707
b0085,Washington Blood Center 970,"2803 6th Street Northeast, Washington, DC, 20017",6438468509
b0203,Manchester Blood Center 971,"118 Pearl Street, Manchester, CT, 06040",1970521276
b0425,Litchfield Park Blood Center 972,"12460 West Solano Drive, Litchfield Park, AZ, 85340",6548871829
b0235,Glendale Blood Center 973,"6216 West Bloomfield Road, Glendale, AZ, 85304",2012558165
b0530,Arvada Blood Center 974,"17020 West 64th Drive, Arvada, CO, 80007",8118605199
b0853,Manchester Blood Center 975,"179 Blue Ridge Drive, Manchester, CT, 06040",3904340274
b0206,Barre Blood Center 976,"2 Ellenwood Street, Barre, VT, 05641",5941633172
b0485,Washington Blood Center 977,"8157 East Beach Drive Northwest, Washington, DC, 20012",2001381232
b0118,Anchorage Blood Center 978,"16244 Seville Park Circle, Anchorage, AK, 99516",4037150859
b0334,Edgewater Blood Center 979,"2147 Millhaven Drive, Edgewater, MD, 21037",1085731964
b0178,Norman Blood Center 980,"634 Chautauqua Avenue, Norman, OK, 73069",8594384806
b0829,Hayward Blood Center 981,"1528 Stafford Avenue, Hayward, CA, 94541",1046832725
b0152,Glendale Blood Center 982,"6514 West Golden Lane, Glendale, AZ, 85302",4161554119
b0304,Nashville Blood Center 983,"3528 Seasons Drive, Nashville, TN, 37013",7466505785
b0859,Fayetteville Blood Center 984,"7034 West John Garrison Road, Fayetteville, AR, 72704",8810737144
b0376,Manchester Blood Center 985,"4 Orchard Street, Manchester, CT, 06040",4083405512
b0726,Washington Blood Center 986,"235 17th Street Southeast, Washington, DC, 20003",3405856788
b0933,Youngstown Blood Center 987,"9827 Davenport Avenue, Youngstown, FL, 32466",9827001203
b0834,Lowell Blood Center 988,"584 Westford Street#2, Lowell, MA, 01851",7123078365
b0622,Savannah Blood Center 989,"1938 Arcadian Street, Savannah, GA, 31405",9608578100
b0565,Manchester Blood Center 990,"739 Center Street, Manchester, CT, 06040",1131303016
b0055,Oklahoma City Blood Center 991,"6604 Northwest 130th Street, Oklahoma City, OK, 73142",9554165571
b0123,Oklahoma City Blood Center 992,"8401 Pinewood Drive, Oklahoma City, OK, 73135",5588734060
b0935,Panama City Beach Blood Center 993,"9321 Amy Lane, Panama City Beach, FL, 32407",5015168839
b0659,Arvada Blood Center 994,"6687 Xenon Drive, Arvada, CO, 80004",8544181886
b0016,Escondido Blood Center 995,"2335 Orchard View Lane, Escondido, CA, 92027",6076868936
b0702,Woodland Blood Center 996,"18687 County Road 97, Woodland, CA, 95695",3680471054
b0931,Panama City Blood Center 997,"269 Hugh Thomas Drive, Panama City, FL, 32404",4537152678
b0837,Glendale Blood Center 998,"5803 West Gelding Drive, Glendale, AZ, 85306",9326833260
b0858,Louisville Blood Center 999,"9403 Fairground Road, Louisville, KY, 40291",4817776368
